ENC_ID,ENC_COMMENTS,LOC_DEETS,ENC_COUNTY,NUM_ENC,ENC_STATE,STATE_ABRV,ENC_SEASON,FIPS,CONFIRMED_SIGHTING
721,I lived in Colorado for 29 years. Eighteen of those I spent working at ski resorts. Over the years I  ve seen hundreds of deer and elk as well as dozens of bear  everything from cubs to large 400 pound males. In the last 4 years I  ve had 3 separate sightings of 4 creatures that I hesitate to identify. The first happened in the fall of 1998 off the highway between Copper Mountain and Leadville. As I was driving towards Leadville  I saw what I at first thought was a large tree stump that someone had carved like a totem pole. It was about 100 feet to my left on the valley floor. While I was marveling at the detail of the carving the  totem pole  rotated from the waist up and looked at me. I slammed on my brakes and skidded to a stop on the shoulder. When the dust cleared the creature was gone. I turned the car around but no luck. What I saw was hairy from head to toe  very thick with broad shoulders and lacked the long snout and round rump that bears have. , ,Summit,22,Colorado ,CO,Fall ,8117,yes
722,My husband and I were camping in the Eagle Nest Wilderness CO early June 2013.  While hiking on the trail we had encountered a larger then normal amount of snow due to the late snow storms.  We were a few miles up the trail from Surprise Lake when we heard a low growl.  We thought this must be a mountain lion and due to the snow and inability to travel quickly we double backed to surprise lake and set up camp for the night.  While sitting at the lakeside I saw a large  brownish red animal across the lake.  The animal was large and appeared to be walking upright.  My rational mind said its just a deer or another large animal that lives in the wilderness and disregarded what I thought I saw.  Later that evening around dusk my husband and I were sitting in the tent when we heard what sounded like a knock against a tree.  We looked out the tent door and didn  t see anything.  Again I assumed this must have been a woodpecker  another animal  or a hiker.  We continued talking and heard the knock again  it was a three knock pattern  along with something that sounded like a rock against a tree.  We got out of the tent and looked around.  I told my husband it sounded like a rock thrown against a tree and said let me show you what it sounds like.  I picked up a hard sound rock and threw it against the tree.  Immediately a similar sound came back.  I assumed it was an echo and I did it again.  Again a similar sound came back.  My husband then asked if I saw something moving up the hillside and explained where he saw movement.  A large  brownish red animal was peeking out from behind the tree.  The animal was swaying back and forth from behind the tree.  The animal appeared to be squatted down swaying/peeking out from behind the tree.  It had a large head with a large brow line  large shoulder  and nose.  The nose and upper lip appeared to be a lighter color than rest of the animal seen.  We took our sport camera and tried to take pictures of the animal but it was about 40 feet up a hillside.  (We have a blurry picture but it appears to have a large animal head in the picture.)    As we watched the animal sway back and forth we heard a large knock behind us to the left  towards the lake  then heard a knock up towards the animal we saw then back behind us.  The feeling was very odd and made us feel very uncomfortable.  My husband wanted to hike out but due to the late evening I suggested we stay and hike out first thing in the morning.  We carry a large knife  bear spray  and a gun with us so I felt somewhat safe.  It was a very restless night and first daylight we packed our bags and left.  After hiking out and getting in the car to drive off we discussed what we witnessed and both could not explain what we saw.  This has taught me not to throw rocks against trees! I would be willing to send the pictures we took.  Two are extremely blurry due to my hand shaking  my husband took two other pictures  one you can see the head if you zoom up and the other it appears it moved. ,Campsite at Surprise Lake in the Eagle Nest Wilderness. We followed the directions out of the guide book. ,Summit,22,Colorado ,CO,Summer ,8117,no
723,On Thursday July 25 my girlfriend and I we hiking in Mayflower Basin south of Co 91. We were up in the basin and Helen had gone ahead to the foot of the basin. I was about 100 yds off the three miner log cabin remnants sitting on a rock enjoying peanuts and water when  looking west  I saw a very large brown biped approach the snow wall / cornice and seek to climb it. The biped was unable to climb up over 20 feet  moved back down laterally to its right  and then down to the ground off the snow. It then walked on two legs very briskly to the right  subsequently out of my view. About 4-5 minutes later a hiker with his dog came walking down the trail. And I later saw this brown biped from time to time walking above the snow cornice southbound. Did not see it again. Helen returned to me  we discussed  then walked down to the locked gated prohibiting cars into the basin to talk with the hiker. His name was Robbie  his dog  Dallas. We agreed to scale up the trail to where I had seen the brown biped. Helen took longer  but Robbie and I reached the area  found hand prints in the snow in an arch  one print lower with three big fingers and one thumb. Foot prints were not descriptive of toes  arch heel.  We took Iphone photos and will share if interested. We then traversed to right  north  on difficult terrain. That is quite slanted where the biped moved quickly and easily. No further sighting. This was now about 2 30 pm when Inhad seen the biped about 1 45 pm. Returned back to dirt road and the parking lot by bushwacking through forest. ,Stop at paved parking lot off Co 91 to enter dirt road up to Mayflower Gulch. Head south up road. At closed cattle gate  walk to right past wooden barrier fence up trail past two switchbacks. Small white rock just below snow cornice/wall is just beyond where biped sought to scale the snow and could not. Descended laterally and moved briskly along very titled hillside. This was very hard for me  Robert and later Helen. ,Summit,22,Colorado ,CO,Summer ,8117,yes
724,We camped in the mountains a lot on the weekends as I was growing up. My dad liked to rough it compared to most. Sleep under the stars or in an old military tent and take only a few pots and a couple of fishing poles was pretty much all luxury we had except for two trips. I don  t remember the circumstances of this particular trip but it was one of only two camping trips we took on the East Slope and one of the only two times I didn  t sleep in a tent or under the stars. The first trip was over by Red Feathers Lakes where they were draining the ponds and bears were thicker than gnats so my dad had me and my sister sleep in his friend  s popup camper. The second trip was the on west side of Pike  s Peak where we went camping with some of my dad  s friends. My sister and I were young definitely preteen or younger. My dad  s friends had gotten there before us maybe even the night before and had camp all set up by the time we had arrived. I remember marveling at the camp set up because they had a  big  camper trailer that slept 6 or 8 and a table to cook on. I donâ€™t know if this was in a structured camping area or some backcountry area. But I donâ€™t recall any other campsite in close proximity. I don  t remember much of the details except my sister and I were repeatedly told to stay real close to camp (this was somewhat unusual) and the adults were talking about something but would stop talking about it when they thought us girls could hear them (not unusual at all). Anyway  the evening ended pretty early for a camping trip (after 11 00 but before midnight) and everyone ended up sleeping in the camper trailer. My sister and I were in the bed in the front and on top of the full size bed where I think my dad  s friends slept. My dad and his girlfriend slept in the dinning area where the table converted into a sleeping area. I slept by the front window so my sister could get to the bathroom easier. Beside me was a long window (at least 3   long and 6  tall) that had these little curtains hanging from them. Sometime during the night I woke up and I could hear very heavy breathing. It took me some time to figure out what I was hearing but to this day I do not believe it was coming from inside the trailer. I could easily distinguish my sister  s heavy breathing  my dad  s loud snoring  his friendsâ€™ snoring  and my dad  s girlfriend  s deep breathing. While trying to figure out whose snoring was whose I remember hearing a  chatter  but I couldn  t understand it. There wasn  t much chatter but it was close  right down by my feet. Then the heavy breathing was next to the window. I donâ€™t know if there were more than one of these things breathing heavily by the window but I could hear the breathing down by one end of the window by my feet  and then closer by my head. I do remember the tone and volume of the breathing sounding very much same at both ends   as if something was moving from one end of the window to the other. I remember listening very intently to this trying to figure out how many and thinking that whatever it was would have to hop over the trailer hitch to get from one end of the window to the other. By this time the heavy breathing and â€œchatterâ€ had been going on for several minutes and I was frozen with fear  the hair on my arms standing on end and unable to utter a word. I remember trying to call my dad but no sound came out. I remember just praying that my dad would hear it too  wake up and the sounds would end. I tried pulling on my sisterâ€™s leg so sheâ€™d wake up and it would go away but she always could sleep through a hurricane much less her little sister bothering her sleep. After sometime of listening to the breathing move right outside the window I worked up enough courage to take a peek out the window.  I took a corner of the curtain and pulled it back enough for me to see a few inches out the window. There was a light on somewhere outside  enough for me to see more than just darkness. I was expecting or hoping to see nothing outside  but I saw a pair of brown eyes just inches from my face staring right back at me. I quickly pushed the curtain closed and laid there completely paralyzed with fear. I donâ€™t remember much more except the breathing stopped shortly after that and I must have somehow fallen back to sleep before first light. I do remember the next morning my sister complaining that I had wet the bed and the adults saying that â€œwhatever it was took all of the apples and potatoesâ€ out of the back of the truck. I do remember some details of what I saw staring at me. It was right next to  almost touching the window like it was peering in to see. I saw something from just above where oneâ€™s eyebrows would be to somewhere in the middle of its nose. I donâ€™t recall seeing the end of its nose or even the nostrils or the sides of its face. Its skin was dark brown or black and was the same shade around the eyes  nose and lower forehead. I donâ€™t recall seeing any hair or fur. Its nasal ridge was not pronounced like a humanâ€™s or a bearâ€™s  in fact I canâ€™t recall seeing much of one. I do remember an eyebrow ridge but I donâ€™t recall how pronounced it was. Its eyes were set somewhat back from the eyebrow ridge and where ones check bones would be. To describe the eyes without being too anthropomorphic - the eyes did not have a cold or lifeless appearance but rather a stunned but processing appearance. , ,Teller,9,Colorado ,CO,Fall ,8119,yes
725,My uncle was working the graveyard shift for a mine overlooking Cripple Creek. He was out on his nightly rounds checking the ponds to make sure everything was still running the way it was supposed to. Some of the places he had to check are rather secluded. He finished checking one of the buildings where the equipment to keep the ponds up and running. He locked the building up and went around the side of the building to get in the truck  when he saw the creature. My uncle stands 6  5  and he weighed a good 220 at the time. He ran back to the bldg. unlocked the door  and used the emergency phones that they had in the bldg. ( I was 13 at that time  and I had never seen or heard my uncle cry. I am 29 now and I have never seen or heard him cry since that time.) First  he called my grandfather and asked him to come and bring the gun  crying the whole time. We lived 40 miles away from where he was calling from (near Guffey). My mother and grandfather also worked for the mine so they knew right where to go. My grandmother stayed on the phone with my uncle to try and keep him calm. He just kept repeating  It wasn  t a bear  Oh my god it was huge is pa coming?  He spoke to my mother and grandfather about it. My grandfather said he was on drugs so he didn  t speak about it very much after that. I am very close to my uncle as is my mother we are the only ones he ever spoke to about it again. At the time he was 22 and afraid of nothing. Growing up where we did we knew what a bear looked like as well as all the other wildlife in the area. EXCEPT for the thing he saw that night. When he spoke of it he said it was on two legs and taller than any animal he had ever seen. I tried to get him to send this to you  but he doesn  t like to talk about it. He starts shaking every time he does. ,Cripple Creek  Colorado; Teller County off of Hwy 67 North of Cripple Creek ,Teller,9,Colorado ,CO,Unknown ,8119,yes
726,The following was told to me by a close friend  in a most serious manner   I have no reason to doubt him. It was October 1986  near the Cripple Creek water shed.  At first light my friend  his father  and his cousin had crested a hill in 2 pickups. There was about 6  of new fallen snow on the ground.  On the hillside in front of them (about 200 yards)  they noticed a fresh set of tracks  large and easy to distinguish in the new snow. The tracks left a heavy wooded area  went down the hill (open area)  looped around and went back up to the forest.(my friend drew a omega type symbol in the air). My friend remembers telling his father   what kind of idiot would be walking around up here and would walk that way around the hillside.   His cousin took his binoculars and studied the area for some time looking for elk.  He squinted his eyes and leaned forward to concentrate on something he saw.  My friend asked him several times what he saw  but got no awnser.  He said his cousin turned as white as a sheet and put down the binoculars.  He asked him again    what do you see?   He cousin seemed very up- set and said    I  m not gonna tell you  I know  you  ll just make fun of me.  After more prodding he said    I think I just saw bigfoot . They did not go and investigate the area further  or go see the tracks upclose.  They avoided the area all together.  I dont have permission to use any names so I cant give any here  but maybe in the future I will talk to my friends cousin and get more details. I did show my friend this web site  and he asked me to print out some sightings in the same area to show his cousin. ,Teller county  Colorado  near Cripple Creek  around the Cripple Creek watershed. ,Teller,9,Colorado ,CO,Fall ,8119,yes
727,I was on travel for my job and staying at Colorado Springs for several weeks. It was the middle of September  on a Saturday morning. The day before it had rained hard  then that night it cleared off and got down near freezing. I got up early that Saturday and decided to go exploring. I drove over to the Florissant Fossil Beds. It is a pretty isolated area. It was early in the morning about 8 00 and I was the first visitor to the site. I got there right when the park ranger opened the gate. Just he and I were the only ones there. The ranger told me that I should go on the nature trail through the park. It was a self guided tour. The trail is a dirt trail. I got probably 3/4 of a mile and the path got soft. The rain the day before had washed the mud on the path smooth. I noticed at that time that a herd of elk had come on to the path from the right  some time that night after it rained and followed the path for approximately 50 feet. They then exited into the forest on the left. I got to looking at the track closer and noticed that on top of the elk track were a set of large 16  barefoot prints following the elk. I thought it was odd that somebody would be out walking around that night before barefooted and in the mud. I continued on the path and it looped back to the ranger station. I still was the only visitor when I arrived back there. I asked the ranger who would be out there barefooted in this temperature. He laughed and said bigfoot. ,At the Florissant Fossil Beds National Monument ,Teller,9,Colorado ,CO,Fall ,8119,no
728,My name is Jeff [D.] and I live in Colorado Springs  CO. I have been a big game guide for several years and I am in the process of opening my on outfit. I must admit I have always been skeptical about bigfoot until now. Two years ago in 98 I was packing in clients into the Pike Natl forrest. Myself and another guide along with four clients were on our way out and got a late start. With only a few miles to go we were in total darkness along a trail. My horse stopped with out command and got very anxious. I assumed it was another animal or at worst a mountain lion. I eagrly tried to get him to move forward and he would not. I got off my horse and led him up the trail. Coming around a bend in the trail a creature standing at least 7 foot tall and covered in dark hair crossed the trail not twenty feet infront of me. It walked on two legs and was out of sight in two or three steps  but what amazed me was that it didn  t make any noise as it disappeared into the very steep valley below. Another thing I found disturbing was the faint smell in the air. I hunt and guide hunters for mostly elk and 9 times out of ten I will smell them before I see them. This was no elk  bear  or mountain lion. After the incident  I was careful to lead the horses to one side of the trail not to disturb any tracks. The next day after getting my clients to the airport I returned on foot and was shocked to find a track  I placed my foot beside it and it was at least another 8 to 10  past my boot. I wear a size 10. No one has ever spoken about the incident and no one will admit what they saw.I  ve tried several times to talk about it but know one will admit it.I have held this secret inside until now.Last year while hunting in the same area alone I had a close encounter and was able to observe in length of what I saw that night. I was hunting in a remote camp that is a 1/2 days pack in on foot. No one else hunts this country and I have never seen sign of people in the past. I had made camp at the bottom of a valley that held some remarkable bulls in it. There is a stream that runs through the valley and at the top  it is cut off by large cliffs that unless you are a professional rock climber is un passable. Through out the valley runs a series of beaver ponds and I was camped at the last one at the bottom. I arrived at the valley around 4 00 pm and set up my camp. I started a fire and prepared dinner. After a restless nights sleep  due to the anticipation of big bulls  I woke up at 3 00am and fixed breakfast  gathered my gear and was off by 4 30 or 5 00am. I hiked up the valley to a area I have always seen elk. This particular morning the wind was not coming down off the mountain instead it was swirling. I decided to sit on top of an out cropping and use the height to my advantage and try not to spook any animals. As the sun was coming up  I bugled several times looking for a response. I heard a bull elk respond in the same direction that I took coming up. I quickly started to glass the area in search of the bull. As I was working my way up the valley I heard the bull again. I went with my glasses to where I thought I had heard the bugle and when I glassed around the beaver pond that  s when I saw it. I saw a very dark object squatting beside the beaver pond. At first I hought it was a bull lying in the pond. The creature stood up and was looking around. When he looked at me or in my direction  I got the feeling he knew I was there  and a feeling of excitement and terror filled my body. The creature was again around 7 foot tall maybe taller but not much.And it had short dark brown almost a reddish coat. It had facial features of that of a human  with the exception of a human nose. It was smaller and looked as if it sat on his mouth.Another feature that stood out to me was the size of it  s hands. They were long and were like 1/2 the size of it  s forearm. For the first time ever I was truely scared. Not of what I saw but of not ever really seeing anything like this before and having to face a reality. After at least 5 minutes of observing the creature he turned and walked through the creek towards my camp. He then turned and walked up a ridge and stopped and watched my camp or at least in that direction. After he moved off I got down off my perch and ran to my camp. I packed my gear and have yet to go back in there. , ,Teller,9,Colorado ,CO,Fall ,8119,yes
729,In November 2001  I was guiding for a husband and wife team and was also accompanied by my own wife during a elk hunt. That morning we had located a herd of elk in some remote country and had stalked to their location to find that it was only cows. Since we had bull tag only we did not pursue but instead went out on the point of a mountain to glass for any potential bulls. As our party was sitting and glassing I called periodically hoping for a response from a bull. To my surprise (all of our surprise) we heard a low guttural moan. At first I thought it to be a bull bedded down but the second time I realized that it was no bull at all and could not possibly be a bear. I immediately went toward the noise to confirm what ever had made it and found no animals  no elk  deer  bear  etc. Shortly after hearing and investigating the sound I moved the party up the mountain to a aspen grove where I knew mid-day bulls would visit to eat. Shortly after positioning the hunters my wife and I took a position higher up the mountain to get a better view and for calling. After sitting in the grove for less than an hour we heard logs being hit together. Not like two bulls fighting but more like someone taking a sizeable log and hitting against another. The end of the day came and we returned to the camp and the hunt was over. That night two inches of snow fell and I went back to the same location and found a dead cow elk with only her chest cavity being open and from what I could tell having most of her internal organs. I am of course no expert in zoology or cryptolgy [sic] but from my best guess and knowing what I have seen from the past I think that my hunting party and I disturbed a bigfoot while hunting that morning. I did find tracks but due to the sun melt the tracks were very large with no distinguishable marks. This took place only 8 to 10 miles from the previous sightings. ,It was off Gold Camp Rd.  two miles east of the watershed road. ,Teller,9,Colorado ,CO,Winter ,8119,no
730,My family (5) and I go on vacation every year. One year we decided to go to Colorado on a camping trip. We also would always our dog and this year my brother took his rat.  After a long trip across Kansas  we finally crossed the border to Colorado. We headed to Colorado Springs. We were going to stay at a camping trip  but as usual we found a place to set up camp away from any sites or towns. It was pretty secluded where we were. Our camp site was surrounded by woods except to the east there was a long field. Now it was the very first night and we had two tents. In one tent was my Parents and my sister. In the other tent was my brother his pet rat and I. We ate a good meal of hot dogs and s  mores. A sitting around the fire for a little while  we went to bed. It was a very clear night and I remember how bright the moon and stars were. I really ever heard of  bigfoot  or paid to much attention to it before. It seemed like I hadn  t had much sleep before I awoke to find my brother  s rat digging around in the bag at the top of the little pup tent(my brother let the rat run around in the tent). Its rustling is what I think woke me up. So I got up to take him out  but I froze as did my blood. I was suddenly wide awake. I just stared because to the left of me I saw the silouette of a tall two legged creature through the door( we had zipped up the screen and left the cover off ).  I was and still am sure that it was not a bear or any other animal  and I am especially sure it was no human. Its arms were shorter than its legs and it was covered with hair. I got the feeling it was alarmed because right when stopped a jerked its head and walked speadlily away. My eyes were glued to it and I watched its every move. It walked away towards the field  turned around  and I lost sight of it. I can still remember thinking about the way it moved. It definatly was not normal. It bent at the knee and when it turned  it seemed like its whole upper body moved around. Of course the next day when I told my family no one believed me  but I know and I have known that it is a fact that sasquatch is real and is a living breathing animal. I also believe that it is not a threat. I definatly encourage people who are trying to bring sasquatch into reality for others for the right reasons. Ever since then I been very interested in it and cryptozoology. ,off the road from Woodland Park to Decker. ,Teller,9,Colorado ,CO,Summer ,8119,yes
731,My wife and I took a drive to Skaguay reservoir near Victor Colorado. Nice day and there were people fishing along the lake. Crazy thing is it was 11am and this thing walked across a valley in full sight of lots of people. It was across the lake maybe half a mile  walking slow but was moving at a fast pace  its arm movements and stride looked normal to be going that fast. I asked my wife her thought and she said it looked big and moved real differently. There were people on the lake and on the far bank half way to the animal fishing  it appeared larger at a greater distance. When it left the valley it left a way or on a trail that no one would choose. Before it left sight it stop behind a tree watched for a minute and walked away. ,Standing on the west side of the lake looking east over the water. More to southeast looking past the east end of the dam. ,Teller,9,Colorado ,CO,Summer ,8119,yes
732,On approximately December of 1982  two friends and myself were returning to Colorado from Texas  by car. At just before midnight  on a dark stretch of Interstate 25  heading North towards Denver (just 100 some miles before Colorado Springs CO.) something strange caught my eye. I was seated in the passenger side of the car. A friend  Trent  was driving. In the backseat  asleep and extremely ill  was another friend. To the right  traveling at 60 MPH  the headlights caught what appeared to be a 3-4 foot  white haired ape-like creature  with a dark face. It was standing upright. My eyes caught it some 100 feet ahead in the lights  and I followed it with my eyes. It was merely standing there at the side of the road. Although I admit a childhood interest in BIGFOOT lore  I almost instantly dismissed it as such a creature. Surely my eyes were playing tricks on me. I said nothing to my friend  who was driving. My first instinct was to ask my friend to turn around and go back to investigate. Instead  I said nothing. Five minutes later  my friend pulled off to the side of the road  as he had to  relieve  himself. We met at the back of the car to  take care of business   where he expressed he was getting tired. I agreed  telling him  I  too  was tired  and was starting to  see things . He then told me  that he was also  seeing things   saying   Yeah  I just thought I saw a Polar Bear back there.  A chill went up my spine  and I asked him if it was  white and furry . He said yes. I told him that I thought I saw a  small white ape  with a dark face!  Without missing a beat  he told me to get in the car.  Let  s get out of here!  We wanted to go back to investigate  but our sick friend in the backseat needed to get home  due to his illness. He was passed out throughout the entire episode  and we didn  t want to pester him with our shared  illusion . We  re obviously unsure of what we saw. However  we agreed that it was not a coyote  and we both only saw two legs. This account was dismissed by us  until 5 years later  when  Unsolved Mysteries  did a feature on some unusual sightings of a large Bigfoot like creature. Their report  Along the Colorado Front range  there had been reports of a WHITE haired APE-LIKE CREATURE  roaming around the homes in the foothills just NORTH of Colorado Springs. (Our sighting was 100 some mile SOUTH). I think it important to mention  for credibility  that I have held a strong fascination in Bigfoot lore since childhood. I am not totally convinced that what I saw was what I know as a Bigfoot. The account is true  however  I believe the circumstances of the event and the accounts in that region are interesting and worth reporting here. I have never told of this event to more than a half-dozen people. I think it important to mention  for credibility  that I have held a strong fascination in Bigfoot lore since childhood. I am not totally convinced that what I saw was what I know as a Bigfoot. The account is true  however  I believe the circumstances of the event and the accounts in that region are interesting and worth reporting here. I have never told of this event to more than a half-dozen people. ,Approximately 100 Miles south of Colorado Springs  near Pueblo; off the east shoulder of I-25 in Pueblo County ,Pueblo,1,Colorado ,CO,Winter ,8101,yes
733,Creature was near a pond  initially bent over he caught sight of us after about 45 seconds of us observing him from about a 45 degree angle looking down and back about 100-150 feet. At first we thought it was a bear  but when he stood up erect and looked at us we knew it was not a bear. I don  t think I have ever felt fear like that day. It has been 28 years and I still remember it like it was yesterday. I was a student at the University of Denver at the time and we told everyone at school about the incident. The next two weekends we took several photographers up to Lost Creek and walked all over the area but found nothing. , ,Park,24,Colorado ,CO,Spring ,8093,yes
734,This incident was a scream we heard on the opening day of archery dear and elk season in Western Colorado.  My hunting partner and I had left our camp before dawn to make the final climb into Fall Creek basin from just below the mouth of the basin (approximately 300 yards)  After hunting the basin we exited out the mouth of the basin and instead of returning to our camp we headed north to the next basin over  Thistledown Creek.  From the dark timber near our camp  we were now approximately 500 yards away and a couple hundred feet higher in elevation.  An extemely loud blood curdling scream lasting several seconds boomed out from the direction of our camp.  There clearly was nothing between our position and the dark timber where our camp was located. Yet the scream was unbelievably loud.  It happened just once.  After gaining control of our senses  we concluded it must have been a mountain lion. I talked to a few hunting guides I know who specialize in hunting mountain lions.  None of them could verify the sound of the scream I described as being from a mountain lion.  I did not consider it to be a Bigfoot until I heard a recording of what was thought to be a Bigfoot on a cable TV special aired this summer in July.  Since then  I have pondered that scream I heard in 1996.  Then my brother told me about this website. ,The incident occurred in Fall Creek Basin  on Hayden Mountain  above Camp Bird mine.  From Ouray Colorado  take the graded road to Camp Bird mine and Yankee Boy Basin.  If you have a topo map  you will see the drainage of Fall Creek out of Fall Creek Basin. ,Ouray,1,Colorado ,CO,Summer ,8091,no
735,Witness  38  who requested confidentiality  was a young teen in junior high school at time of the incident. Witness  who will be called Jeff  said he and his friend were alone at his parents house one night when the friend  since deceased   noticed  something  looking into the house through the front door. Since the friend was  always a kidder   Jeff just looked outside to call his friend  s bluff.  But sure enough  there was this head looking at us.     He said since it was dark  few details were visible  but he described it as  like a coconut.      We freaked out  so we ran into mom  s bedroom and grabbed the .22 and loaded it with bullets. I told (the friend) to go lock the door  but he said no way. So we ran into the bedroom  which at the time didn  t have curtains. Soon we heard it breathing and kind of scratching at the window and we saw a hand up against the screen. I would say it had to be 8 to 10 feet tall to be looking in like that.     Witness stated at that time  he could see the animal looking in the window. He described it as  large  hairy and black.      My friend fired two shots at it  but missed. It took off running and we didn  t see it after that.     The two called the sheriff  who came to investigate and found the two bullet holes in the window  but no blood and no footprints on the hard adobe ground. The sheriff asked if the two had been drinking  but both were aspiring wrestlers. Jeff said neither of them drank nor used drugs. Jeff  s brother  who initially contacted the BFRO  said that when he and his parents came home  his brother and friend appeared to be  scared to death.     The brother also said the impression of a large hand could be seen in the window screen. ,North of Montrose  the old Airport road  which is now called 64.50 Road ,Montrose,1,Colorado ,CO,Summer ,8085,yes
736,We pulled into camp on a rainy night about midnight. Cows were in the camp  so as they were leaving we heard - at least what I told my nephews - a bull really upset with us. It was a throaty  gutteral huffing noise. Only the pitch never varied to a higher one at the end  like a bull bellowing. Only the so-called bull never left with the herd. That  and I never recalled seeing a bull in the herd. Then  after 15 or 20 min. of the huffing in front of us  it got quiet.  Then my Sister heard a noise behind her in the woods  that sounded like an angry growl. I told her it was only the dogs growling at something. She informed me both my dogs were right there with her  and it wasn  t them. So  she pulled out a pistol and turned and faced the direction it came from  and I went to get my rifle  and slung it across my back. Then  it got quiet and we didn  t hear anymore of that during the night. Whatever it was knew what a gun was. My dogs never barked or went to investigate anything. They stayed right with us. They are watch dogs at my home  and have been camping numerous times. They seemed to want our protection this time. The next night  we heard some stirring out in the woods  became real uneasy because everything went dead silent. So  we went hastily to bed in the camper  dogs and all  and locked down. During the night  my Sister said she had been looking at the sky  and stars  and when she looked back again  she said all she could see was like a  black mat  over the window. She and her boys said they heard the dogs growling low  and the boys said they saw  something black . The next night we broke camp about an hour before dark  and once more everything became deathly quiet again  and the feeling like we were being watched. We finished loading about dark  and as we started to leave  it came a downpour  so I was coming down off the mountain about 5 to 10 mph. At one point my Sister commented about one  bushy pine tree  in a grove of aspen trees  when the headlights flashed. About halfway down a vehicle caught up with us  and informed me the doors were open on my trailer. We stopped to close them  and my lock was broken. When we got into town  we stopped at a gas station  and there I noticed handprints and muddy smears on the camper. They we too big and too high for any of us to reach. One of the handprints was very clearly one of a primate. That is where I noticed the lock had been twisted until it broke  instead of just popping off  like I thought at first. Obviously  we were going slow enough for it to follow us  and check out our trailer. We had just built the camper on the trailer  and it was a nice shiny sheet-metal one.  The door is on the rear of the trailer ,In the Jersey Jim Lookout tower area. ,Montezuma,3,Colorado ,CO,Summer ,8083,no
737,I saw what appeared to be a person walking near the edge of the deep canyon of the Yampa River (crawling  climbing  scrabbling might be more appropriate) The terrain is very rugged and the proximity to the cliff edge makes it dangerous--the rock is very weathered. I had made my way toward a rock promontory which lay NE of my camp which lay north of the old Mantle Ranch road. I was greatly surprised in that in all the many years that I had been in this area I had never before seen anyone else--the closest being rafters far down on the Yampa River or an occasional vehicle on the old ranch road. This is a remote and extremely hot arid region and people casually hiking in is not common. What I first thought to be a person was coming toward me along the edge of the cliff from the direction of the promontory and was about 100 feet away. I didn  t get a long look because it saw me too and fell back into the thick juniper and pinon but I saw it clearly enough to realize it was no hiker. It made a lot of noise at first--scrambling to get away I suppose. It appeared to be man-like and covered with dark  reddish brown hair. I would estimate its height to be maybe 6 foot. I did not really get a good look at its face but it gave me the impression of being ape-like. ,Dinosaur National Monument ,Moffat,3,Colorado ,CO,Summer ,8081,yes
738,A friend and I were hunting on the Grand Mesa on the Lands End side.  We had hiked down Kanna Creek Trail to look for game. We had spent most of the day on stand and hiking.  We made our way back to my truck. We decided to stay the night so we could hunt in the AM and then go home. We were getting things set up for camp. Building a fire getting food out to cook. I had a Pop-up camper and I had just got it up and situated when my friend said  What the heck is that sound!? . He had never spent much time in the woods as I had so he was freeked out instantly. I came out of the camper to see what the problem was.  Then I heard it. It is the hardest thing to explain how it sounds but  here it goes. It sounded like a scream. Deep in sound  very loud and it lasted for long periods of time with the sound going up and down in volume.  It also sounded angry for some reason. At first I didn  t give it much thought. I had heard a Mountain Lion screem and that will make hair stand up on the back of your neck. I have also head bears. But bears do not do that sort of thing.  They are quiet most of the time. As this sound is going on and on and on pausing for short moments as if to catch its breath  my friend is realy freeked out by now. I said to him it is just a Lion or two lions or a lion and a bear fighting across the lake. This did not calm him down much. I had my sidearm on me still. So I pulled it out and shot off a round in the air during the screeming.  Silence.  See I told him  we scared it away. I started to go about getting food out so we could eat. Now it is a little darker and you can  t quite see details across the lake but you can still see. not even a minute later after firing a round off in the air  the sreeming started again. This time closer but still across the lake  louder and it seemed more pissed off! As if it was very mad we were here. Now we could here like bush being raked or shook but we could not see it. Just hear it. Now  I am getting freeked out because of what just happened. It came closer! Now  you would think a gun shot would scare game away not bring them closer. My friend is now really freeked out and wants to leave. NOW! I tell him  We have highpowered rifles and we will be safe . The whole time we are talking about leaving  the screeming is going on. I gave in to him wanting to leave and started to pack up camp. This took some time for us to do. Maybe 5 minutes or so. During this time the screeming was going on the whole time. Got everything loaded in a hurry buttoned up the camper and we got in and started it up and left. It is now dark and headlights the only lights besides the stars. The drive up and out of the lake has a few switch backs. I stopped at one to see if the screeming was still going on. It was not. We then drove out of there and down the mountain not saying a word. We had stopped to get a bite to eat and we just felt unsure of what we had experienced. Both of us decided not to say anything to anyone. I know I didn  t say anything to anyone about it for a long time. I am unsure if my friend has said anything to any one. I have watched shows on TV about BIGFOOT since. Some of the shows had taped sound of what they said was BIGFOOT. To me it sounded like what I had heard. ,At Carson Lake. The lake sits on the edge of what is called Lands End on the Grand Mesa. ,Mesa,2,Colorado ,CO,Fall ,8077,no
